Abbott,"","",""
"",Fountain 1 Low ,4.57 J
"",Fountain 1 Dog ,5.39
Fosco,"",""
"",Indoor,""
"",Main Hall - High ,<0.120 U
"",Main Hall - Low ,<0.120 U
"",Outside Locker Room ,<0.120 U
"",Outside Gym Near Pool - High ,<0.120 U
"",Outside Gym Near Pool - Low ,<0.120 U
"",Pool Area - High ,<0.120 U
"",Pool Area - Low ,<0.120 U
"",Outside Daycare - High ,<0.120 U
"",Outside Daycare - Low ,<0.120 U
"",Daycare Entrance - High ,<0.120 U
"",Daycare Entrance - Low ,<0.120 U
"",Daycare Sink ,<2.0 U
"",Daycare Employee  Sink ,<2.0 U
"",Senior Room Sink ,<2.0 U
"",Warming Kitchen Sink ,<2.0 U
"",Outdoor ,""
"",Fountain 1 High ,<2.0 U
"",Fountain 1 Low ,<2.0 U
"",Fountain 2 High ,<2.0 U
"",Fountain 2 Low ,<2.0 U
Foster,"",""
Indoor ,"",""
Lobby - High ,"",0.34 J
Lobby - Low ,"",0.672 J
Men's Locker Room ,"",0.733 J
Kitchen Sink ,"",<2.0 U
Outdoor,"",""
Fountain 1 High ,"",0.419 J
Fountain 1 Low ,"",0.325 J
Fountain 2 High ,"",7.52
Fountain 2 Low ,"",7.89
Fountain 3* ,"",159
Fountain 4 High ,"",<0.120 U
Fountain 4 Low ,"",2.06 J
Fountain 5 High* ,"",50
Fountain 5 Low* ,"",73
Fountain 6 High ,"",0.182 J
Fountain 6 Low ,"",0.28 J
Franklin,"",""
Indoor ,"",""
Main Lobby ,"",0.505 J
Women's Locker Room ,"",1.42 J
Men's Locker Room ,"",<0.120 U
Kitchen Sink ,"",2.5
Outdoor,"",""
Fountain 1 ,"",2.32 J
Fountain 2 High ,"",<0.120 U
Fountain 2 Low ,"",<0.120 U
Fountain 3 ,"",1.12 J
Fountain 4* ,"",37.2
Fuller,"",""
Indoor ,"",""
Main Lobby ,"",0.413  J
West Gym Hallway ,"",0.977  J
East Gym Hallway ,"",2.58  J
Boxing Gym ,"",3.15  J
Kitchen Sink ,"",3.9
Outdoor ,"",""
Fountain 1 High* ,"",10.6
Fountain 1 Middle* ,"",10.9
Fountain 1 Low* ,"",16.9
Fountain 2 ,"",0.126 J
Fountain 3 ,"",0.584 J
Fountain 4* ,"",472
Fountain 5* ,"",82.1
Gage,"","",""
Indoor,"","",""
Basement ,"","",0.203 J
Women's Locker Room ,"","",1.2 J
Men's Locker Room ,"","",0.524 J
Lobby - High ,"","",0.343 J
Lobby - Low ,"","",0.378 J
Kitchen Sink West ,"","",<2.0 U
Kitchen Sink East ,"","",<2.0 U
Outdoor,"","",""
Fountain 1 ,"","",1.24 J
Fountain 2 ,"","",1.07 J
Fountain 3 ,"","",2.09 J
Fountain 4* ,"","",48.8
Fountain 5 High ,"","",0.12 J
Fountain 5 Middle ,"","",0.17
Fountain 5 Low ,"","",0.22
Fountain 6* ,"","",30.5
Fountain 7* ,"","",124
Galewood,"","",""
Indoor,"","",""
Lobby ,"","",0.563 J
Bathroom Adaptor ,"","",0.218 J
Outdoor,"","",""
Fountain 1 ,"","",2.29
Garfield,"","",""
Indoor,"","",""
Main Floor North Near Offices ,"","",0.281  J
Main Floor South Near Fitness ,"","",1.65  J
2nd Floor Near Rotunda ,"","",4.18  J
Basement Boy's Locker Room ,"","",0.856  J
Basement Girl's Locker Room ,"","",1.4  J
Basement Near Gym ,"","",6.06
Kitchen Sink ,"","",<2.0 U
Outdoor,"","",""
Fountain 1 ,"","",0.387 J
Fountain 2* ,"","",43.7
Foungain 3 High ,"","",<0.120 U
Fountain 3 Middle ,"","",<0.120 U
Fountain 3 Low ,"","",<0.120 U
Fountain 4 High ,"","",1.17 J
Fountain 4 Low ,"","",1.22 J
Fountain 5 ,"","",<0.120 U
Fountain 6 ,"","",2.48 J
"",Fountain 7 ,0.781 J
"",Fountain 8 ,7.06
"",Fountain 9* ,72.4
"",Fountain 10 ,13
"",Fountain 11 ,4.11 J
Garibaldi,"",""
Outdoor ,"",""
"",Fountain 1 ,3.3
Gately,"",""
Outdoor,"",""
"",Fountain 1* ,30
"",Fountain 2 ,˂2.0 U
Gill ,"",""
Indoor,"",""
"",1st Floor - High ,<0.120  U
"",1st Floor - Low ,1.12  J
"",Basement Men's Locker Room ,1.2  J
"",Basement Women's Locker Room ,1.79  J
Outdoor,"",""
"",Fountain 1 High* ,31
"",Fountain 1 Middle* ,32
"",Fountain 1 Low* ,28
Gladstone,"",""
Outdoor,"",""
"",Fountain 1 High* ,44.9
"",Fountain 1 Middle* ,0.812 J
"",Fountain 1 Low* ,28.3
Gladys,"",""
Outdoor,"",""
"",Fountain 1 ,4.66 J
Goldberg,"",""
Outdoor,"",""
"",Fountain 1 High* ,69
"",Fountain 1 Low* ,53
Golden Gate ,"",""
Outdoor,"",""
"",Fountain 1 High ,4
"",Fountain 1 Low ,8.8
Gooseberry,"",""
Outdoor,""
Fountain 1* ,60
Gompers,""
Indoor,""
Main Hallway ,0.832  J
Women's Locker Room ,2.26  J
Men's Locker Room ,4.34  J
Outdoor,""
Fountain 1* ,16.2
Fountain 2* ,43.8
Fountain 2A* ,49.4
Fountain 3 High ,6.66
Fountain 3 Middle ,6.78
Fountain 3 Low ,6.82
Fountain 4* ,24.1
Fountain 5 High ,0.431 J
Fountain 5 Low ,0.472 J
Fountain 6 ,0.988 J
Fountain 7 ,<0.120 U
Fountain 8* ,39.8
Fountain 9* ,61.7
Goudy,""
Outdoor,""
Fountain 1 High ,<2.0 U
Fountain 1 Middle ,<2.0 U
Fountain 1 Low ,<2.0 U
Grand Playlot,""
Outdoor,""
Fountain 1* ,54.2
Grand Crossing,""
Indoor,""
Lobby South ,1.57 J
Lobby North ,<0.120 U
Outdoor ,""
Fountian 1 ,2.43 J
Fountian 2 ,9
Fountian 3 ,1.05 J
Fountian 4 ,0.975 J
Fountian 5 ,0.674 J
Fountian 6 High ,4.87 J
Fountian 6 Low ,4.14 J
Fountian 7 High ,10.1
Fountian 7 Low ,6.18
Grant,"",""
"",Outdoor,""
"",Fountain 1 ,˂2.0 U
"",Fountain 2 ,˂2.0 U
"",Fountain 3 ,4.3
"",Fountain 4 High ,˂2.0 U
"",Fountain 4 Low ,˂2.0 U
"",Fountain 5 (Bond) ,˂2.0 U
"",Fountain 5a (Trough) ,˂2.0 U
"",Fountain 5b (Trough) ,˂2.0 U
"",Fountain 5c (Trough) ,˂2.0 U
"",Fountain 5d (Trough) ,˂2.0 U
"",Fountain 6 ,˂2.0 U
"",Fountain 7 ,˂2.0 U
"",Fountain 8 High ,˂2.0 U
"",Fountain 8 Low ,2.3
"",Fountain 9 High ,11
"",Fountain 9 Low ,5.4
"",Fountain 10 ,˂2.0 U
"",Fountain 11 ,˂2.0 U
"",Fountain 13 High ,20
"",-Retest after repair ,2.3
"",Fountain 13 Low ,20
"",-Retest after repair ,2.4
"",Fountain 14 High ,29
"",-Retest after repair ,˂2.0 U
"",Fountain 14 Low ,29
"",-Retest after repair ,˂2.0 U
"",Fountain 15 High ,˂2.0 U
"",Fountain 15 Low ,˂2.0 U
"",Fountain 16 ,˂2.0 U
"",Fountain 17 ,˂2.0 U
"",Fountain 18 High ,˂2.0 U
"",Fountain 18 Low ,˂2.0 U
"",Fountain 19 High ,2.7
"",Fountain 19 Low ,7.4
"",Fountain 20 ,˂2.0 U
"",Fountain 21 ,11
"",Fountain 22* ,1200
"",Fountain 23* ,80
"",Fountain 24* ,81
"",Fountain 25 ,2.2
"",Fountain 26* ,46
"",Fountain 27 High ,9.1
"",Fountain 27 Low ,10
"",Fountain 28 High* ,69
"",Fountain 28 Low* ,75
"",Fountain 30 High ,5.8
"",Fountain 30 Low ,5.5
"",Fountain 31* ,560
"",Fountain 32 ,5.4
"",Fountain 33 High ,˂2.0 U
"",Fountain 33 Dog ,˂2.0 U
"",Fountain 34 ,˂2.0 U
"",Fountain 35 ,˂2.0 U
"",Fountain 36 High ,˂2.0 U
"",Fountain 36 Low ,˂2.0 U
"",Fountain 37 ,˂2.0 U
"",Fountain 38 High ,˂2.0 U
"",Fountain 38 Low ,˂2.0 U
"",Fountain 39 High ,˂2.0 U
"",Fountain 39 Low ,˂2.0 U
"",Fountain 40 High ,2.5
"",Fountain 40 Low ,˂2.0 U
"",Fountain 41 High ,˂2.0 U
"",Fountain 41 Low ,˂2.0 J
"",Fountain 42 High ,˂2.0 U
"",Fountain 42 Low ,˂2.0 U
"",Fountain 43 High ,˂2.0 U
"",Fountain 43 Low ,˂2.0 U
"",Fountain 44 High ,˂2.0 U
"",Fountain 44 Low ,˂2.0 U
Grape,"",""
"",Outdoor,""
"",Fountain 1* ,21.1
Graver,"",""
"",Indoor,""
"",Main Lobby ,<0.120 U
"",Kitchen Sink ,<2.0 U
"",Outdoor,""
"",Fountain 2 ,0.151 J
Green,"",""
"",Outdoor ,""
"",Fountain 1* ,76.9
Greenbaum,"",""
"",Outdoor,""
"",Fountain 1 High ,0.178 J
"",Fountain 1 Low ,0.178 J
"",Fountain 2 High ,<0.120 U
"",Fountain 2 Middle ,<0.120 U
"",Fountain 2 Low ,<0.120 U
Green Briar,"",""
Indoor,"",""
"",Lobby East ,0.904 J
"",Lobby West ,0.574 J
Outdoor ,"",""
"",Fountain 1* ,24.4
"",Fountain 2* ,59.1
"",Fountain 3 ,0.853 J
Griffin,"",""
Outdoor ,"",""
"",Fountain 1* ,16
Gross,"",""
Outdoor ,"",""
"",Fountain 1 High* ,34.3
"",Fountain 1 Low* ,34.4
Haas,"",""
Indoor,"",""
"",Outside Gym - High ,<0.120 U
"",Outside Gym - Low ,<0.120 U
"",Kitchen Sink ,<2.0 U
Outdoor,"",""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Middle ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
Hale,"",""
Indoor,"",""
"",Lobby - High ,<0.120 U
"",Lobby - Low ,<0.120 U
"",Near Locker Rooms ,<0.120 U
"",Pool Building Entrance ,0.43 J
Oudoor,"",""
"",Fountain 1 High ,0.774 J
"",Fountain 1 Low ,0.65 J
"",Fountain 2* ,44.7
"",Fountain 3 Low ,˂0.120 U
"",Fountain 3 High ,˂0.120 U
"",Fountain 4 ,0.268 J
Hamilton,"",""
"",Indoor,"",""
"",Main Lobby - East Side ,"",0.19  J
"",Main Lobby - West Side ,"",0.464  J
"",Kitchen Sink ,"",<2.0 U
"",Outdoor,"",""
"",Fountain 1 ,"",8.49
"",Fountain 2 High ,"",0.137 J
"",Fountain 2 Middle ,"",<0.120 U
"",Fountain 2 Low ,"",0.906 J
"",Fountain 3 High ,"",1.95 J
"",Fountain 3 Low ,"",1.35 J
Hamlin,"","",""
"",Indoor,"",""
"",Main Lobby ,"",1.63  J
"",Women's Locker Room ,"",0.888  J
"",Outdoor,"",""
"",Fountain 1* ,"",72
"",Fountain 2* ,"",48
"",Fountain 3 ,"",4.4
"",Fountain 4* ,"",41
Hansberry,"","",""
"",Outdoor,"",""
"",Fountain 1 ,"",7.42
Harding (Frederick),"","",""
"",Outdoor,"",""
"",Fountain 1 ,"",˂0.120 U
Harding (George),"","",""
"",Outdoor,"",""
"",Fountain 1 ,"",3.1
Harris,"","",""
"",Indoor,"",""
"",Near Gym ,"",<0.120 U
"",2nd Floor Dance Room ,"",2.53 J
"",1st Floor Southwest ,"",<0.120 U
"",Africa Office ,"",1.38 J
"",Basement Back Entrance ,"",4.43 J
"",Outdoor,"",""
"",Fountain 1 High ,"",˂0.120 U
"",Fountain 1 Low ,"",˂0.120 U
Harrison,"","",""
"",Indoor,"",""
Fitness Center ,<0.120 U
Pool Deck ,4.07 J
North Gym Entrance ,<0.120 U
South Gym Entrance ,<0.120 U
Kitchen Sink ,<2.0 U
Outdoor ,""
Fountain 1 High ,˂2.0 U
Fountain 1 Low ,˂2.0 U
Fountain 3 ,˂2.0 U
Hartigan Beach,""
Outdoor,""
Fountain 1 ,˂2.0 U
Fountain 2 High ,˂2.0 U
Fountain 2 Low ,˂2.0 U
Hayes,""
Indoor,""
Hallway Near Lobby ,1.22  J
Fitness Center - High ,<0.120  U
Fitness Center - Low ,<0.120  U
Outside Men's Locker - High ,0.24  J
Outside Men's Locker - Low ,0.213  J
Pool Area - High ,0.288  J
Pool Area - Middle ,1.35  J
Pool Area - Low ,<0.120  U
Kitchen Sink ,<2.0 U
Outdoor,""
Fountain 2* ,243
Fountain 3* ,156
Hazelnut,""
Outdoor,""
Fountain 1 ,6.16
Hermitage,""
Indoor,""
Club Room ,10.5
Outdoor,""
Fountain 1 High ,3.49 J
Fountain 1 Middle ,3.54 J
Fountain 1 Low ,3.26 J
Hermosa,""
Indoor,""
Lobby - High ,0.911 J
Lobby - Low ,0.945 J
Outdoor,""
Fountain 2 ,0.729 J
Hiawatha,""
Indoor,""
Main Lobby - Low ,0.936  J
Outdoor,""
Fountain 1 ,12
Fountain 2* ,80.7
Fountain 3 High ,0.157 J
Fountain 3 Middle ,0.143 J
Fountain 3 Low ,0.166 J
Fountain 4 ,7.75
Hickory,""
Outdoor,""
Fountain 1 High ,2.5
Fountain 1 Low ,˂2.0
Hoard,""
Outdoor,""
Fountain 1 ,12.9
Hollywood,""
Indoor,""
Game Room ,5.16
Outdoor ,""
Fountain 1 ,4.85 J
Fountain 2* ,32
Holstein ,""
Indoor,""
Main Lobby ,<0.120  U
Kitchen Sink ,<2.0 U
Outdoor,""
Fountain 1 High ,˂2.0 U
Fountain 1 Low ,˂2.0 U
Fountain 2* ,210
Homan Square,""
Indoor,""
North Wing Near Club Room - High ,<0.120 U
North Wing Near Club Room - Low ,0.12 J
South Wing Near Gym - High ,<0.120 U
South Wing Near Gym - Low ,<0.120 U
Pool Area ,<0.120 U
Ktichen Sink ,<2.0 U
Honeysuckle,""
Outdoor ,""
Fountain 1 High* ,27
Fountain 1 Low* ,28
Horan,""
Outdoor,""
Fountain 1 High ,3.67
Fountain 1 Low ,3.71
Hornbeam,""
Outdoor,""
Fountain 1 ,0.526 J
Horner,""
Indoor,""
Lobby Outside Gym ,0.531  J
Inside Gym - High ,1.62  J
Inside Gym - Low ,1.65  J
2nd Floor ,1.09  J
Outdoor,""
Fountain 1* ,34
Fountain 2 High ,13
Fountain 2 Low ,12.9
Fountain 3 High ,10.9
Fountain 3 Low ,10.8
Fountain 4 High* ,25.9
Fountain 4 Middle* ,26.4
Fountain 4 Low* ,25.6
Fountain 5 High* ,43.2
Fountain 5 Low* ,39
Fountain 6 High* ,61.2
Fountain 6 Low* ,67.3
Fountain 7 High ,3.13 J
Fountain 7 Low ,6.06
Fountain 8 High ,1.74 J
Fountain 8 Low* ,16.3
Fountain 9 High ,0.176 J
Fountain 9 Low ,0.165 J
Fountain 10 High* ,110
Fountain 10 Low* ,116
Fountain 11 High* ,135
Fountain 11 Low* ,126
Houston,""
Outdoor ,""
"","",Fountain 1 ,˂2.0 U
"","",Fountain 2 ,2.8
Hoyne,"","",""
"",Indoor,"",""
"","",Club Room ,2.80 J
"",Outdoor ,"",""
"","",Fountain 1 ,2.55 J
Huckleberry,"","",""
"",Outdoor,"",""
"","",Fountain 1 ,12.2
Humbert,"","",""
"",Outdoor ,"",""
"","",Fountian 1 High ,10.4
"","",Fountian 1 Low ,11
Humboldt,"","",""
"",Indoor,"",""
"","",Main Floor East Side ,1.34  J
"","",Main Floor West Side ,4.22  J
"","",Basement West Side* ,16.8
"","",Basement Game Room ,14.4
"","",Ktichen Sink ,<2.0 U
"",Outdoor,"",""
"","",Fountain 1* ,23.3
"","",Fountain 2 ,5.65
"","",Fountain 3* ,21.6
"","",Fountain 5 ,˂0.120 U
"","",Fountain 7 ,1.51 J
"","",Fountain 8 High ,0.437 J
"","",Fountain 8 Middle ,0.431 J
"","",Fountain 9 ,5.65
"","",Fountain 10 ,1.38 J
"","",Fountain 11 High ,0.18 J
"","",Fountain 11 Middle ,0.176 J
"","",Fountain 11 Low ,0.191 J
"","",Fountain 12 High ,10.1
"","",Fountain 12 Low ,8.93
"","",Fountain 13 High ,0.2 J
"","",Fountain 13 Low ,0.383 J
"","",Fountain 13 - Dog ,0.126 J
"","",Fountain 14* ,15.1
"","",Fountain 15 ,1.85 J
"","",Fountain 16 ,1.13 J
"",Fountain 17 ,6.73
"",Fountain 18 High ,0.197 J
"",Fountain 18 Middle ,˂0.120 U
"",Fountain 18 Low ,˂0.120 U
"",Fountain 20 ,2.53 J
"",Fountain 21* ,15.7
"",Fountain 22* ,30.4
"",Fountain 23 ,3.58 J
"",Fountain 24* ,28.8
Hurley,"",""
"",Outdoor,""
"",Fountain 1 High ,2.17 J
"",Fountain 1 Middle ,1.26 J
"",Fountain 1 Low ,1.77 J 
Independence,"",""
"",Indoor,""
"",Special Rec Room ,<0.120  U
"",Main Lobby ,<0.120  U
"",Pool Area ,<0.120  U
"",Fitness Center ,0.948  J
"",Outdoor,""
"",Fountain 1 High ,6.88
"",Fountain 1 Low ,7.39
"",Fountain 2 High* ,17.8
"",Fountain 2 Low* ,22.2
"",Fountain 3 High ,3.06 J
"",Fountain 3 Low ,2.84 J
"",Fountain 3 Middle ,3.09J
Indian Boundary,"",""
"",Indoor,""
"",Main Lobby ,3.81  J
"",Outdoor ,""
"",Fountain 1 High* ,15.6
"",Fountain 1 Middle* ,16.7
"",Fountain 1 Low* ,16.2
"",Fountain 2 High* ,52.3
"",Fountain 2 Low* ,51.8
"",Fountain 3 High ,10.5
"",Fountain 3 Low ,8.38
Indian Road,"",""
"",Indoor,""
"",Preschool Room ,6.66
Outdoor,""
Fountain 1 High ,2.37 J
Fountain 1 Low ,2.96 J
Fountain 2* ,38.9
Fountain 3 High* ,14.9
Fountain 3 Middle* ,17.6
Fountain 3 Low* ,15.2
Jackson (Andrew),""
Indoor,""
Hallway ,0.536 J
Men's Locker Room ,8.72
Women's Locker Room* ,36.9
Outdoor,""
Fountain 1 High ,˂0.120 U
Fountain 1 Low ,˂0.120 U
Fountain 2 High ,0.783 J
Fountain 2 Low ,0.812 J
Fountain 3 ,0.345 J
Fountain 4 ,0.905 J
Fountain 5 High ,6.67
Fountain 5 Low ,6.77
Fountain 6* ,25.2
Fountain 7* ,70.5
Fountain 8 High ,1.38 J
Fountain 8 Low ,1.16 J
Fountain 9* ,69.2
Fountain 10 ,12.2
Fountain 11 ,2.56 J
Fountain 12 ,3.15 J
Fountain 13* ,60
Fountain 15 ,10.5
Fountain 16* ,18.8
Fountain 17 High ,0.985
Fountain 20 High ,˂0.120 U
Fountain 20 Low ,˂0.120 U
Fountain 21 high ,˂0.120 U
Fountain 22* ,18.9
Fountain 23* ,208
Fountain 24 ,1.94 J
Fountain 25* ,95
Fountain 26* ,30.1
Fountain 27 ,13.9
Jackson (Mahalia),""
Outdoor,""
Fountain 1* ,361
Fountain 2* ,44
Jackson Playlot,""
Outdoor ,""
Fountain 1* ,30
Jacob,""
Outdoor,""
Fountain 1 High* ,16
Fountain 1 Low* ,16.4
Jefferson,""
Outdoor,""
Fountain 1* ,24.6
Jefferson Memorial,""
Indoor,""
Main Lobby ,2.47  J
Downstairs ,6.51
Upstairs ,4.77  J
Pool Building ,0.576  J
Outdoor ,""
Fountain 1 ,0.894 J
Fountain 2 ,0.343 J
Fountain 3 High* ,35.4
Fountain 3 Middle* ,2.18 J
Fountain 3 Low* ,2.28 J
Jefferson Playlot,""
Outdoor ,""
Fountain 1 High ,˂2.0 U
Fountain 1 Middle ,˂2.0 U
Fountain 1 Low ,˂2.0 U
Jensen,""
Outdoor,""
Fountain 1 High ,˂0.120 U
Fountain 1 Low ,˂0.120 U
Fountain 2 High ,0.179 J
Fountain 2 Low ,0.196 J
Jesse White Comm Ctr,""
Indoor,""
Outside Gym - High ,<0.120 U
Outside Gym - Low ,<0.120 U
Gymnastics Center - High ,0.263 J
Gymnastics Center - Low ,0.341 J
Jones,""
Outdoor ,""
Fountain 1 ,<2.0 U
Jonquil,""
Outdoor,""
Fountain 1* ,180
Fountian 2 High ,˂2.0 U
Fountain 2 Middle ,˂2.0 U
Fountain 2 Low ,˂2.0 U
Fountain 3* ,58
Junction Grove,""
Outdoor,""
Fountain 1* ,61.3
Juneway Beach,""
Outdoor,""
Fountain 1* ,62
Juniper,""
Outdoor,""
Fountain 1* ,18
Kedvale,""
Indoor,""
Lobby ,10.4
Outdoor,""
Fountain 1 Low ,˂0.120 U
Fountain 1 Middle ,˂0.120 U
Kelly,""
Outdoor,""
Fountain 1 High ,6.56
Fountain 1 Low ,5.52
Fountain 2 ,0.516 J
Fountain 3 ,5.39
Kells,""
Outdoor,""
Fountain 1* ,18.1
Kelvyn,""
Indoor,""
Gym Hallway ,3.94 J
Front Lobby ,5.91
Auditorium ,0.371 J
Oudoor,""
Fountain 1 ,5.08
Fountain 2 ,12.4
Fountain 3 ,7.08
Fountain 4* ,25
Kennedy,""
Indoor,""
Near Women's Locker Room ,0.184  J
Kitchen Sink ,<2.0 U
Outdoor ,""
Fountain 1* ,36.9
Fountain 2 ,1.29 J
Fountain 3 High ,0.204 J
Fountain 3 Middle ,0.284 J
Fountain 3 Low ,0.534 J
Fountain 4* ,28
Fountain 5 ,4.4 J
Fountain 6* ,68
Fountain 7 ,3.11 J
Fountain 8 ,4.04 J
Kennicott,""
Indoor,""
Main Lobby ,0.749 J
Fitness Center ,0.673 J
Near Girl's Restroom ,1.86 J
1st Floor Near Preschool Room* ,26.3
-Follow Up Sample 1 ,2.85 J
-Follow Up Sample 2 ,2.08 J
-Follow Up Sample 3 ,1.87 J
-Follow Up Sample 4 ,2.22 J
-Follow Up Sample 5 ,2.29 J
2nd Floor Near Restrooms ,0.868 J
2nd Floor Back of Building ,5.53
Large Kitchen Sink ,4.03 J
Senior Room Sink ,0.344 J
Kensington,""
Outdoor ,""
Fountain 1* ,28.5
Ken-Well,""
Indoor,""
Club Room ,2.49 J
Outdoor,""
"",Fountain 1* ,42
Kenwood,"",""
Outdoor ,"",""
"",Fountain 1 High* ,36
"",Fountain 1 Low* ,24
"",Fountain 2 ,3.5
"",Fountain 3 ,˂2.0 U
Kilborn,"",""
Indoor,"",""
"",Main Lobby ,1.18 J
"",Gym Hallway West ,0.191 J
"",Gym Hallway East ,0.307 J
Outdoor,"",""
"",Fountain 1* ,51.2
"",Fountain 2* ,31.9
"",Fountain 3* ,31.7
"",Fountain 4 ,12.9
King,"",""
Outdoor,"",""
"",Fountain 1 High ,0.309 J
"",Fountain 1 Low ,0.322 J
King-Lockhart,"",""
Outdoor,"",""
"",Fountain 1 High ,13.6
"",Fountain 1 Low ,14.3
Klein,"",""
Outdoor,"",""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
"",Fountain 1 Middle ,˂2.0 U
Kolmar,"",""
Outdoor,"",""
"",Fountain 1* ,38.7
Korczak,"",""
Outdoor,"",""
"",Fountain 1* ,16
Kosciuszko,"",""
Indoor,"",""
"",Lobby South Wall - High ,0.168  J
"",Lobby South Wall - Low ,0.161  J
"",Lobby West Wall ,0.138  J
"",Outdoor,""
"",Fountain 1 High* ,92.1
"",Fountain 1 Low* ,105
"",Fountain 2 High ,0.145 J
"",Fountain 2 Low ,0.163 J
"",Fountain 3 High ,˂0.120 U
"",Fountain 3 Middle ,˂0.120 U
"",Fountain 3 Low ,˂0.120 U
Krause,"",""
"",Outdoor,""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Middle ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
Kucinski-Murphy,"",""
"",Outdoor ,""
"",Fountain 1 ,0.342 J
LaFollette,"",""
"",Indoor,""
"",Main Lobby ,1.13  J
"",Pool Area ,0.534  J
"",Kitchen Sink ,2.1
"",Outdoor,""
"",Fountain 1 High ,˂0.120 U
"",Fountain 1 Middle ,0.304 J
"",Fountain 1 Low ,˂0.120 U
"",Fountain 2 ,9.8
"",Fountain 3 ,7.16
"",Fountain 4 ,8.72
"",Fountain 5 High ,0.554 J
"",Fountain 5 Low ,0.52 J
Lake Shore,"",""
"",Indoor,""
"",Main Hallway ,0.161 J
"",Kitchen Sink ,2.8
"",Oudoor ,""
"",Fountain 1 High ,<2.0 U
"",Fountain 1 Low ,2.1
"",Fountain 2 High ,<2.0 U
"",Fountain 2 Middle ,<2.0 U
"",Fountain 2 Low ,<2.0 U
Lamb,"",""
Oudoor ,"",""
Fountain 1* ,"",41.8
Lane Beach,"",""
Outdoor ,"",""
Fountain 1 High* ,"",15
Fountain 1 Middle* ,"",12
Fountain 1 Low* ,"",8.5
Langdon,"",""
Outdoor ,"",""
Fountain 1* ,"",20
Langley,"",""
Outdoor ,"",""
Fountain 1 High ,"",4.61
Fountain 1 Low ,"",5.82
Fountain 2 High ,"",6.05
Fountain 2 Middle ,"",6.1
Fountain 2 Low ,"",6.7
LaVillita,"",""
Outdoor,"",""
Fountain 1 High ,"",˂0.120 U
Fountain 1 Middle ,"",˂0.120 U
Fountain 1 Low ,"",˂0.120 U
Fountain 2 High ,"",˂0.120 U
Fountain 2 Low ,"",˂0.120 U
Fountain 3 High ,"",˂0.120 U
Fountain 3 Middle ,"",˂0.120 U
Fountain 3 Low ,"",˂0.120 U
Lawler,"",""
Indoor,"",""
Club Room ,"",5.83
Outdoor,"",""
Fountain 1 High* ,"",42.1
Fountain 1 Low* ,"",44.8
Fountain 2 High ,"",0.807 J
Fountain 2 Low ,"",0.708 J
Fountain 2 Middle ,"",0.54 J
Lazarus,"",""
Outdoor ,"",""
