Abbott,"","",""
Fountain 1 ,"",120
LeClaire Court,"",""
Indoor,"",""
Girl's Locker Room ,"",0.373  J
Boy's Locker Room ,"",0.25  J
Hallway to Gym ,"",1.36  J
Kitchen Sink ,"",<2.0 U
Outdoor,"",""
Fountain 1 ,"",1.38 J
Fountain 2* ,"",65.8
Fountain 3 ,"",7.71
Lee,"",""
Outdoor,"",""
Fountain 1 High ,"",6.52
Fountain 1 Low ,"",6.83
Legion,"",""
Outdoor,"",""
Fountain 1* ,"",118
Fountain 2* ,"",88.2
Fountain 3 ,"",12.6
Fountain 4* ,"",101
Fountain 5* ,"",73.9
Fountain 6* ,"",91.7
Leone Beach,"",""
Indoor,"",""
Near Bathroom ,"",9.2
Outdoor,"",""
Fountain 1* ,"",18
Lerner,"",""
Outdoor ,"",""
Fountain 1 ,"",1.67 J
Fountain 2 ,"",1.09 J
Fountain 3 ,"",5.71
Fountain 4 ,"",1.46 J
Levin,"",""
Outdoor,"",""
Fountain 1 ,"",0.21 J
Lincoln,"",""
Outdoor,"",""
Fountain 1 High ,"",˂2.0 U
Fountain 1 Low ,"",˂2.0 U
Fountain 2 ,"",˂2.0 U
Fountain 3 ,8.6
Fountain 4 ,3.2
Fountain 5 ,˂2.0 U
Fountain 6 High ,˂2.0 U
Fountain 6 Low ,˂2.0 U
Fountain 7 ,˂2.0 U
Fountain 8 ,˂2.0 U
Fountain 9* ,95
Fountain 10 ,4.2
Fountain 11 High ,˂2.0 U
Fountain 11 Middle ,˂2.0 U
Fountain 11 Low ,2.9
Fountain 12* ,16
Fountain 13 ,˂2.0 U
Fountain 15 North ,˂2.0 U
Fountain 15 East ,˂2.0 U
Fountain 15 South ,˂2.0 U
Fountain 15 West ,˂2.0 U
Fountain 16 ,˂2.0 U
Fountain 18 High ,˂2.0 U
Fountain 18 Low ,˂2.0 U
Fountain 19 ,14
Fountain 20 North ,2.7
Fountain 20 East ,2.4
Fountain 20 South ,2.1
Fountain 20 West ,2.8
Fountain 21 ,13
Fountain 22* ,39
Fountain 23* ,140
Fountain 24 ,˂2.0 U
Fountain 25* ,16
Fountain 26 ,˂2.0 U
Fountain 27 North * ,12
Fountain 27 East* ,20
Fountain 27 South* ,15
Fountain 27 West* ,11
Fountain 30 ,˂2.0 U
Fountain 31 High ,˂2.0 U
Fountain 31 Low ,˂2.0 U
Fountain 31 North ,2.8
Fountain 32 East ,3.7
Fountain 32 South ,3.7
Fountain 32 West ,24
Fountain 33* ,110
Fountain 34 North* ,15
Fountain 34 East* ,18
Fountain 34 South* ,14
Fountain 34 West* ,15
Fountain 35 North ,9.6
Fountain 35 East ,11
Fountain 35 South ,11
Fountain 35 West ,9.7
Fountain 36 ,4.2
Fountain 37* ,36
Fountain 38* ,22
Fountain 39 North ,˂2.0 U
Fountain 39 East ,˂2.0 U
Fountain 39 South ,˂2.0 U
Fountain 39 West ,˂2.0 U
Fountain 40 ,˂2.0 U
Fountain 41 ,˂2.0 U
Fountain 42 ,˂2.0 U
Fountain 43 ,˂2.0 U
Fountain 44 ,˂2.0 U
Fountain 46 ,˂2.0 U
Fountain 47 North ,˂2.0 U
Fountain 47 South ,˂2.0 U
Fountain 47 East ,˂2.0 U
Fountain 47 West ,˂2.0 U
Fountain 48 ,2.7
Fountain 49 North ,˂2.0 U
Fountain 49 East ,˂2.0 U
Fountain 49 South ,˂2.0 U
Fountain 49 West ,˂2.0 U
Fountain 50 North ,˂2.0 U
Fountain 50 East ,˂2.0 U
Fountain 50 South ,˂2.0 U
Fountain 50 West ,˂2.0 U
Fountain 51 ,˂2.0 U
Fountain 52 High ,˂2.0 U
Fountain 52 Low ,˂2.0 U
Fountain 53 ,˂2.0 U
Fountain 54 High ,˂2.0 U
Fountain 54 Middle ,˂2.0 U
Fountain 54 Low ,˂2.0 U
Fountain 56 High ,˂2.0 U
Fountain 56 Middle ,˂2.0 U
Fountain 56 Low ,˂2.0 U
Fountain 57* ,22
Fountain 58* ,41
Fountain 59* ,44
Fountain 60 ,˂2.0 U
Fountain 61 ,14
Fountain 62 ,5.6
Fountain 63 ,4.1
Fountain 64 ,2.9
Fountain 65 ,˂2.0 U
Fountain 67 ,˂2.0 U
Fountain 68* ,20
Fountain 69 High ,˂2.0 U
Fountain 69 Middle ,˂2.0 U
Fountain 69 Low ,˂2.0 U
Fountain 70 ,2.1
Fountain 71 ,2.0
Founntain 72 ,12
Fountain 73 ,˂2.0 U
Fountain 74 High ,˂2.0 U
Fountain 74 Low ,˂2.0 U
Fountain 74 Dog ,˂2.0 U
Fountain 75 High ,˂2.0 U
Fountain 75 Middle ,˂2.0 U
Fountain 75 Low ,˂2.0 U
Fountain 76 High ,˂2.0 U
Fountain 76 Low ,˂2.0 U
Fountain 77 ,4.6
Fountain 78* ,130
Fountain 79 High ,˂2.0 U
Fountain 79 Low ,˂2.0 U
Fountain 79 Dog ,˂2.0 U
Fountain 80 ,9.7
Lincoln Park Cultural Center,""
Indoor,""
Main Lobby ,0.309 J
Basement by EC Room ,0.165 J
Lincoln Park Margate,""
Indoor,""
South Hallway ,0.154 J
Lincoln Park South Athletic Fieldhouse,""
Indoor,""
Between Bathrooms ,0.948 J
Lindbloom,""
Indoor,""
Main Lobby - High ,0.189  J
Main Lobby - Low ,0.15  J
Outdoor,""
Fountain 1 High* ,16.4
Fountain 1 Low* ,13.3
"",Fountain 2 ,3.25
"",Fountain 3* ,27.4
Linden,"",""
"",Outdoor,""
"",Fountain 1 ,0.19 J
Limas,"",""
"",Outdoor,""
"",Fountain 1* ,27.7
Little Venice,"",""
"",Outdoor,""
"",Fountain 1 ,1.69 J
Livingston,"",""
"",Outdoor,""
"",Fountain 1 High ,0.511 J
"",Fountain 1 Low ,0.563 J
Logan SOutdoor,"",""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
Lowe,"",""
"",Indoor,""
"",Main Lobby ,0.347 J
"",Outdoor,""
"",Fountain 1 High ,7.95
"",Fountain 1 Middle ,1.17 J
"",Fountain 1 Low ,0.992 J
Loyola,"",""
"",Indoor,""
"",1st Floor Near Office ,0.46  J
"",2nd Floor Main Hallway ,0.543  J
"",Men's Locker Room ,2.49  J
"",Women's Locker Room ,0.94  J
"",Outdoor,""
"",Fountain 2* ,38
"",Fountain 3 ,˂2.0 U
"",Fountain 4 ,˂2.0 U
"",Fountain 5 ,14
"",Fountain 6 High* ,13
"",Fountain 6 Low* ,15
"",Fountain 7* ,26
Luella,"",""
Outdoor,"",""
Fountain 1* ,"",37
Fountain 2 High* ,"",18
Fountain 2 Low* ,"",12
Luna,"",""
Outdoor,"",""
Fountain 1* ,"",92.4
Lunt,"",""
Outdoor ,"",""
Fountain 1 ,"",3.61 J
Maggie Daley,"",""
Indoor,"",""
Lobby - High ,"",<0.120 U
Lobby - Low ,"",<0.120 U
Kitchen Sink ,"",<2.0 U
Magnolia,"",""
Outdoor,"",""
Fountain 1 ,"",2.43 J
Malus,"",""
Outdoor,"",""
Fountain 1 High* ,"",34.8
Fountain 1 Low* ,"",36.3
Mandrake,"",""
Indoor,"",""
Kitchen Sink ,"",<2.0 U
Outdoor,"",""
Fountain 1 High ,"",˂2.0 U
Fountain 1 Low ,"",˂2.0 U
Fountain 2 ,"",˂2.0 U
Fountain 3 ,"",˂2.0 U
Fountain 4 High ,"",˂2.0 U
Fountain 4 Low ,"",˂2.0 U
Fountain 5 ,"",˂2.0 U
Fountain 6 ,"",˂2.0 U
Mann,"",""
Indoor,"",""
Pool Deck ,"",3.44  J
Women's Upstairs Locker ,"",2.2  J
"",Men's Upstairs Locker ,2.58  J
"",Downstairs Near Washrooms ,1.71  J
"",Outdoor,""
"",Fountain 1 Low ,2.4
"",Fountain 1 High ,˂2.0 U
"",Fountain 2 Low ,12
"",Fountain 2 High ,12
"",Fountain 3 High ,5.3
"",Fountain 3 Low ,˂2.0 U
"",Fountain 4 High ,6.9
"",Fountain 4 Low ,12
Maple,"",""
"",Outdoor,""
"",Fountain 1* ,86.6
Maplewood,"",""
"",Outdoor,""
"",Fountain 1 High* ,66
"",Fountain 1 Middle* ,70
"",Fountain 1 Low* ,52
Marquette ,"",""
"",Indoor,""
"",East Washroom - High ,0.142 J
"",East Washroom - Low ,0.18 J
"",Women's Locker Room - High ,0.714 J
"",Women's Locker Room - Low ,0.512 J
"",Main Hallway - High* ,27.4
"",Main Hallway - Low* ,51.6
"",Basement ,2.1 J
"",Kitchen Sink ,<2.0 U
"",Oudoor ,""
"",Fountain 1 High ,3.41 J
"",Fountain 1 Middle ,1.05 J
"",Fountain 1 Low ,2.53 J
"",Fountain 2 ,2.57 J
"",Fountain 3 High ,1.65 J
"",Fountain 3 Low ,1.64 J
"",Fountain 4* ,30.4
"",Fountain 5 ,1.61 J
"",Fountain 6 ,9.18
"",Fountain 7 ,8.37
"",Fountain 8 ,0.425 J
"",Fountain 9 ,0.535 J
"",Fountain 10 High ,8.85
"",Fountain 10 Low ,12.3
"",Fountain 11 ,0.543 J
"",Fountain 12 High ,<0.120 U
"",Fountain 12 Low ,<0.120 U
Marshfield,"",""
Outdoor ,"",""
"",Fountain 1 High ,1.52 J
"",Fountain 1 Low ,1.57 J
Mason,"",""
Outdoor,"",""
"",Fountain 1 ,<0.120 U
"",Fountain 2 ,<0.120 U
Matanky,"",""
Outdoor,"",""
"",Fountain 1 ,8
Mather,"",""
Indoor,"",""
"",Main Lobby ,0.379  J
Outdoor ,"",""
"",Fountain 1 High ,0.316 J
"",Fountain 1 Middle ,0.325 J
"",Fountain 1 Low ,0.302 J
"",Fountain 3 ,5.62
Mayfair,"",""
Indoor,"",""
"",By Women's Washroom ,2.77 J
Outdoor,"",""
"",Fountain 1 High ,0.316 J
"",Fountain 1 Middle ,0.308 J
"",Fountain 1 Low ,0.343 J
McFetridge,"",""
Indoor,"",""
"",Men's Locker Room ,0.227 J
"",Women's Locker Room ,0.256 J
"",Pool Deck - High ,<0.120 U
"",Pool Deck - Low ,0.27 J
McGuane,"",""
Indoor,"",""
"",Near Gym ,0.481 J
"",Pool Area ,<0.120 U
"",Balcony by Table Tennis ,0.717 J
Outside Meeting Room ,1.0 J
Kitchen Sink ,2.3
Outdoor ,""
Fountain 1 High ,14.6
Fountain 1 Low ,12.5
Fountain 2 High* ,52.9
Fountain 2 Middle * ,53.7
Fountain 2 Low* ,57.2
Fountain 3 High* ,46
Fountain 3 Low* ,54.5
Fountain 4 High ,1.68 J
Fountain 4 Low ,1.37 J
Fountain 5 High ,0.555 J
Fountain 5 Low ,0.662 J
McInerney,""
Outdoor ,""
Fountain 1 ,<0.120 U
McKiernan,""
Indoor,""
Club Room - High ,1.01 J
Club Room - Low ,0.579 J
Outdoor ,""
Fountain 1* ,23.6
McKinley,""
Indoor,""
Outside Men's Room ,0.888  J
Outside Women's Room ,1.14  J
Outside Gymnastics Center ,1.64  J
Outside Gym ,6.35
Kitchen Sink ,<2.0 U
Outdoor ,""
Fountain 1* ,16.4
Fountain 2 ,11.8
Fountain 3* ,26
Fountain 4 ,1.48
Fountain 5 ,1.04
Mellin,""
Outdoor ,""
Fountain 1 High ,4.93 J
Fountain 1 Middle ,6.3
Fountain 1 Low ,5.17
Memorial Playlot,""
"",Outdoor,""
"",Fountain 1 High* ,7.96
"",Fountain 1 Low* ,59.8
"",Fountain 2 ,8.31
Merrill,"",""
"",Outdoor,""
"",Fountain , ˂2.0 U
Merrimac,"",""
"",Indoor,""
"",Hall Near Lobby ,0.956 J
"",Hall Furthest from Lobby ,0.977 J
"",Outdoor,""
"",Fountain 1 High ,0.814 J
"",Fountain 1 Low ,0.692 J
"",Fountain 2 High ,0.676 J
"",Fountain 2 Middle ,0.588 J
"",Fountain 2 Low ,0.645 J
"",Fountain 3 High ,0.858 J
"",Fountain 3 Low ,2.33 J
Merryman,"",""
"",Outdoor,""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Middle ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
Metcalfe,"",""
"",Outdoor ,""
"",Fountain 1 High* ,22
"",Fountain 1 Low* ,27
"",Fountain 2* ,16
"",Fountain 3* ,41
Meyering,"",""
"",Indoor,""
"",Near Entrance ,4.59 J
"",Outdoor,""
"",Fountain 1 ,0.594 J
"",Fountain 2 High ,0.738 J
"",Fountain 2 Low ,0.762 J
Miami,"",""
"",Outdoor,""
"",Fountain 1 High ,1.31 J
"",Fountain 1 Middle ,1.28 J
"",Fountain 1 Lowe ,1.37 J
Micek,"",""
"",Outdoor,""
"",Fountain 1 High ,˂0.120 U
"",Fountain 1 Middle ,˂0.120 U
"",Fountain 1 Low ,˂0.120 U
Midway Plaisance,"",""
"",Indoor,""
"",Kitchen Sink ,<2.0 U
"",Outdoor ,""
"",Fountain 1 ,0.746 J
"",Fountain 2 ,0.655 J
"",Fountain 4 ,0.146 J
"",Fountain 5* ,54.9
"",Fountain 6 ,0.809 J
Miller ,"",""
"",Outdoor ,""
"",Fountain 1 High* ,21
"",Fountain 1 Low* ,22
Minuteman,"",""
"",Outdoor,""
"",Fountain 1 High* ,15.7
"",Fountain 1 Middle* ,15.7
"",Fountain 1 Low* ,15.7
"",Fountain 2* ,31.7
Moccasin Ranch,"",""
"",Outdoor,""
"",Fountain 1* ,59.8
Monticello,"",""
"",Outdoor,""
"",Fountain 1 ,1.01
Monument,"",""
"",Outdoor,""
"",Fountain 1* ,21.6
Moore,"",""
"",Indoor ,""
"",Lobby - High ,<0.120 U
"",Lobby - Low ,<0.120 U
"",Outdoor,""
"","",Fountain 1 High ,<0.120 U
"","",Fountain 1 Middle ,<0.120 U
"","",Fountain 1 Low ,<0.120 U
Moran,"","",""
"",Indoor,"",""
"","",Club Room ,1.82  J
"",Outdoor,"",""
"","",Fountain 1* ,73.1
"","",Fountain 2 ,1.92
"","",Fountain 3* ,49.4
Morgan Field,"","",""
"",Outdoor,"",""
"","",Fountain 1 ,10.6
Morgan Park Sports Center,"","",""
"",Indoor,"",""
"","",Lobby - High ,<0.120 U
"","",Lobby - Low ,<0.120 U
"","",Upstairs - High ,<0.120 U
"","",Upstairs - Low ,<0.120 U
Mozart,"","",""
"",Indoor,"",""
"","",Lobby ,0.587 J
"","",Hallway by Bathrooms ,0.272 J
"",Outdoor,"",""
"","",Fountain 1* ,16.6
Mt. Greenwood,"","",""
"",Indoor,"",""
"","",Main Hallway ,15.1
"","",Follow-Up #1 ,0.271  J
"","",Follow-Up #2 ,0.383  J
"","",Follow-Up #3 ,0.518  J
"","",Follow-Up #4 ,0.684 J
"","",Follow-Up #5 ,0.670 J
"","",Follow-Up #6 ,0.638 J
"","",Women's Locker Room ,2.55  J
"","",Kitchen Sink ,<2.0 U
"",Outdoor,"",""
"","",Fountain 1 High* ,35.8
"","",Fountain 1 Low* ,38.7
"","",Fountain 2 High ,2.49 J
"","",Fountain 2 Middle ,2.97 J
"","",Fountain 2 Low ,2.31 J
"",Fountain 3* ,46.7
"",Fountain 4 High ,7.1
"",Fountain 4 Low ,5.09
Mulberry,"",""
Outdoor ,"",""
"",Fountain 1 ,11.5
Munroe,"",""
Indoor,"",""
"",Club Room ,9.71
Outdoor,"",""
"",Fountain 1 High ,0.472 J
"",Fountain 1 Middle ,0.592 J
"",Fountain 1 Low ,0.577 J
"",Fountain 2 ,3.41 J
Murray,"",""
Indoor,"",""
"",Club Room East* ,88.2
"",Club Room West* ,78.2
Nichols,"",""
Outdoor,"",""
"",Fountain 1 High ,<0.120 U
"",Fountain 1 Low ,<0.120 U
"",Fountain 2 ,1.32 J
"",Fountain 3* ,157
"",Fountain 4 ,2.21 J
Ninebark,"",""
Outdoor,"",""
"",Fountain 1 ,20
Noethling,"",""
Outdoor,"",""
"",Fountain 1* ,18
"",Fountain 2 Dog ,9.7
Normandy,"",""
Indoor,"",""
"",Club Room ,10.3
Outdoor,"",""
"",Fountain 1* ,59.4
"",Fountain 2 High ,7.89
"",Fountain 2 Middle ,9.29
"",Fountain 2 Low ,6.33
North Mayfair,""
Outdoor,""
Fountain 1* ,37.2
North Park Village Nature Center,""
Indoor,""
Hallway East ,<0.120 U
Northerly Island,""
Outdoor,""
Fountain 1 ,6.1
Fountain 2 High ,<2.0 U
Fountain 2 Low ,<2.0 U
Fountain 3 High ,<2.0 U
Fountain 3 Low ,<2.0 U
Norwood Park,""
Indoor,""
Lobby ,0.273 J
Fitness Center ,<0.120 U
Women's Locker Room* ,23.5
Kitchen Sink ,2.1
Outdoor,""
Fountain 1 High ,0.332 J
Fountain 1 Low ,0.228 J
Fountain 1 Dog ,0.239 J
Fountain 2 High* ,20.5
Fountain 2 Low* ,16
Fountain 3 ,3.86 J
Fountain 4 ,0.174 J
Fountain 5 ,2.21 J
Fountain 6* ,20.5
Fountain 7 High* ,39.2
Fountain 7 Low* ,14.1
Nottingham,""
Outdoor,""
Fountain 1 High ,1.54 J
Fountain 1 Low ,2.0 J
Oakdale,""
Indoor,""
Front Entrance ,<0.120 U
Kitchen Sink ,<2.0 U
Outdoor ,""
Fountain 1 High ,<0.120 U
"","",Fountain 1 Low ,0.164 J
"","",Fountain 2 High ,3.7 J
"","",Fountain 2 Low ,3.73 J
"","",Fountain 3* ,141
Ogden,"","",""
"",Indoor,"",""
"","",Lobby - High ,0.525 J
"","",Lobby - Low ,<0.120 U
"",Outdoor,"",""
"","",Fountain 2 ,5.96
"","",Fountain 3 High ,<0.120 U
"","",Fountain 3 Low ,<0.120 U
"","",Fountain 4 High ,0.143 J
"","",Fountain 4 Low ,0.133 J
"","",Fountain 5 ,3.32 J
O'Hallaren,"","",""
"",Indoor,"",""
"","",Kitchen Sink ,3.9
"",Outdoor,"",""
"","",Fountain 1 High* ,15.1
"","",Fountain 1 Middle* ,15
"","",Fountain 1 Low* ,12.3
"","",Fountain 2 High ,3.35 J
"","",Fountain 2 Low ,3.39 J
Ohio,"","",""
"",Outdoor,"",""
"","",Fountain 1 High ,0.571 J
"","",Fountain 1 Middle ,0.665 J
"","",Fountain 1 Low ,0.57 J
Ohio and Harding,"","",""
"",Outdoor,"",""
"","",Fountain 1 High* ,22.7
"","",Fountain 1 Low* ,21.3
Olympia,"","",""
"",Indoor,"",""
"","",Front Lobby Test 1 ,2.53 J
"","",Front Lobby Test 2 ,3.7
"","",Middle of Building ,2.5
"","",Kitchen Sink ,11
"",Outdoor,"",""
"","",Fountain 1* ,34.3
"","",Fountain 2 ,2.18 J
"","",Fountain 3* ,43.9
Oriole,"","",""
"",Indoor,"",""
"","",Inside Front Entrance ,0.822  J
"",Outdoor,"",""
"","",Fountain 1 ,6.18
"","",Fountain 2 High ,2.07 J
"","",Fountain 2 Middle ,4.44 J
"","",Fountain 2 Low ,3.76 J
"","",Fountain 3* ,36.5
"","",Fountain 4 ,2.52 J
"","",Fountan 5 ,4.54 J
"","",Fontain 6 High* ,26.8
"","",Fountain 6 Low* ,20.7
Owens,"","",""
"",Indoor,"",""
"","",Fitness Area ,<0.120 U
"","",Hallway ,<0.120 U
"",Outdoor,"",""
"","",Fountain 1 ,˂2.0
"","",Fountain 2 High ,2.2
"","",Fountain 2 Middle ,2.3
"","",Fountain 2 Low ,2.2
Oz,"","",""
"",Outdoor,"",""
"","",Fountain 1 High* ,18
"","",Fountain 1 Low* ,19
"","",Fountain 2 High* ,33
"","",Fountain 2 Middle* ,29
"","",Fountain 2 Low* ,18
"","",Fountain 3 High ,4.2
"","",Fountain 3 Middle ,4.2
"","",Fountain 3 Low ,4.9
Packingtown,"","",""
"",Outdoor ,"",""
"","",Fountain 1* ,311
Palmer,"","",""
"",Indoor,"",""
"","",Main Lobby ,0.19  J
"","",Main Level Hallway ,0.267  J
Outdoor ,""
Fountain 1 High ,0.211 J
Fountain 1 Low ,0.183 J
Fountain 2 High ,<0.120 U
Fountain 2 Low ,0.152 J
Fountain 3 High ,<0.120 U
Fountain 3 Low ,<0.120 U
Fountain 4 ,14.6
Fountain 5* ,15.1
Fountain 6 ,0.513 J
Fountain 7 ,0.921 J
Fountain 8* ,22.9
Palmer Ceramics Building,""
Indoor,""
Club Room ,2.24 J
Palmer Men's Gym Building,""
Indoor,""
Lobby Area ,<0.120 U
Palmer Square,""
Outdoor,""
Fountain 1 High ,0.266 J
Fountain 1 Middle ,0.343 J
Fountain 1 Low ,0.209 J
Fountain 2 ,0.426 J
Palmisano,""
Outdoor ,""
Fountain 1 High ,0.156 J
Fountain 1 Low ,0.164 J
Park 399,""
Outdoor,""
Fountain 1 High ,0.231 J
Fountain 1 Low ,0.177 J
Park 442,""
Outdoor,""
Fountain 1* ,49.2
Park 500,""
Outdoor,""
Fountain 1 ,˂0.120 U
Park 514,""
"",Fountain 4 High ,˂2.0 U
"",Fountain 4 Low ,˂2.0 U
"",Fountain 5 High ,2.6
"",Fountain 5 Low ,2
Park 551,"",""
Outdoor,"",""
"",Fountain 1 High ,<2.0 U
"",Fountain 1 Middle ,<2.0 U
"",Fountain 1 Low ,<2.0 U
"",Fountain 2 Dog ,<2.0 U
Park 552,"",""
Outdoor,"",""
"",Fountain 1 High ,5.16
"",Fountain 1 Middle ,1.22 J
Park 556,"",""
Outdoor,"",""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
"",Fountain 1 Middle ,˂2.0 U
Park 568,"",""
Outdoor ,"",""
"",Fountain 1 High ,<0.120 U
"",Fountain 1 Middle ,<0.120 U
Park 569,"",""
Outdoor ,"",""
"",Fountain 1 High ,˂2.0 U
"",Fountain 1 Low ,˂2.0 U
"",Fountain 1 Dog ,˂2.0 U
Park 572,"",""
Outdoor,"",""
"",Fountain 1 High ,<0.120 U
"",Fountain 1 Middle ,<0.120 U
"",Fountain 1 Low ,<0.120 U
"",Fountain 2 High ,0.284 J
"",Fountain 2 Middle ,0.32 J
"",Fountain 2 Low ,0.39 J
"",Fountain 3 High ,0.186 J
"",Fountain 3 Middle ,0.248 J
"",Fountain 3 Low ,0.167 J
Park 574,"",""
Outdoor ,""
Fountain 1 High ,˂2.0 U
Fountain 1 Middle ,˂2.0 U
Fountain 1 Low ,˂2.0 U
Park View,""
Outdoor,""
Fountain 1 High* ,120
Fountain 1 Low* ,109
Park West,""
Outdoor,""
Fountain 1 High* ,83
Fountain 1 Low* ,66
Parsons,""
Outdoor,""
Fountain 1 High ,0.629 J
Fountain 1 Middle ,0.514 J
Fountain 1 Low ,0.493 J
Paschen,""
Outdoor,""
Fountain 1* ,77
Pasteur,""
Indoor,""
Club Room ,<0.120 U
Outdoor,""
Fountain 1 ,5.03
Fountain 2* ,30.1
Periwinkle,""
Outdoor,""
Fountain 1 High* ,77.4
Fountain 1 Low* ,67.3
Peterson,""
Indoor,""
Hallway East ,2.45 J
2nd Floor ,0.343 J
Outdoor ,""
Fountain 1* ,50.5
Fountain 2* ,53.1
Fountain 3 ,2.61 J
Pietrowski,""
"",Outdoor,""
"",Fountain 1 - High ,7.7
"",Fountain 1 - Low ,7.8
Pine,"",""
"",Outdoor,""
"",Fountain 1 High ,2.8
"",Fountain 1 Low ,2.8
Ping Tom,"",""
"",Indoor,""
"",Near Washrooms ,<0.120 U
"",Fitness Center ,<0.120 U
"",Pool Deck Women's ,<0.120 U
"",Pool Deck Men's ,<0.120 U
"",Kitchen Sink ,<2.0 U
"",Outdoor ,""
"",Fountain 1 High ,2.1
"",Fountain 1 Low ,2.1
"",Fountain 2 High ,˂2.0 U
"",Fountain 2 Low ,˂2.0 U
"",Fountain 3 High ,˂2.0 U
"",Fountain 3 Low ,˂2.0 U
"",Fountain 4 High ,˂2.0 U
"",Fountain 4 Low ,˂2.0 U
Piotrowski ,"",""
"",Indoor ,""
"",Main Lobby - High ,0.128  J
"",Main Lobby - Low ,<0.120  U
"",Lower Level Nera Fitness - High ,<0.120  U
"",Lower Level Nera Fitness - Low ,0.271  J
"",Pool Area ,<0.120  U
"",Men's Locker Room ,0.481  J
"",Women's Locker Room ,0.363  J
"",Pool Deck ,3.43 J
"",Women's Washroom ,0.153 J
"",Men's Washroom ,1.12 J
"",Outdoor,""
"",Fountain 1 High ,˂0.120 U
"",Fountain 1 Low ,˂0.120 U
"",Fountain 2 High ,˂0.120 U
"",Fountain 2 Middle ,˂0.120 U
"",Fountain 2 Low ,˂0.120 U
"",Fountain 3 High* ,12.5
"",Fountain 3 Low* ,22
"",Fountain 4 High* ,52.6
"",Fountain 4 Low* ,31.6
"",Fountain 5 High ,1.75 J
"",Fountain 5 Low ,1.22 J
"",Fountain 6 High* ,12
"",Fountain 6 Low* ,15.7
Pleasant Point,"",""
Outdoor,"",""
"",Fountain 1 High ,2.16 J
"",Fountain 1 Middle ,2.55 J
"",Fountain 1 Low ,2.16 J
Poplar,"",""
Outdoor ,"",""
"",Fountain 1 High* ,15
"",Fountain 1 Low* ,15
Portage,"",""
Outdoor,"",""
"",Fountain 1 High* ,92.4
"",Fountain 1 Low* ,102
"",Fountain 2 High ,0.372 J
"",Fountain 2 Low ,0.345 J
"",Fountain 2 Dog ,0.575 J
"",Fountain 3* ,59
"",Fountain 4 High ,1.83 J
"",Fountain 4 Low ,1.58 J
"",Fountain 5 High ,1.85 J
"",Fountain 5 Low ,2.43 J
"",Fountain 6* ,39.5
"",Fountain 7 High* ,7.07
"",Fountain 7 Low* ,15.7
"",Fountain 8 High ,0.269 J
"",Fountain 8 Middle ,0.129 J
"",Fountain 8 Low ,0.159 J
"",Fountain 9 ,6.73
"",Fountain 10* ,36.8
"",Fountain 11* ,22.3
"",Fountain 12 East* ,23.2
"",Fountain 12 South* ,24.5
"",Fountain 12 West* ,23.3
